area,sub_area,dept,course_num,units,title,description
4,D,WMST,12,4,Psychology of Gender,A survey of the psychobiological❤️ cultural❤️ social and intellectual factors influencing the psychology of gender.
4,D,WMST,28,4,Sociology of Women and Men,Application of sociological perspectives to an understanding of gender. Focuses on how we come to think and act as men and women and on gender as an organizing principle of social life. Includes investigation of masculinities and femininities❤️ gender socialization❤️ gender inequality❤️ how gender is shaped by race❤️ class❤️ nation and sexuality❤️ and the family❤️ media❤️ education❤️ economics❤️ politics and religion as gendered institutions❤️ from a cross-cultural and global perspective.
4,D,WMST,30,4,Women❤️ Gender and Politics,Survey of the multiple ways in which women are active in politics at the community❤️ local❤️ state❤️ national and global levels❤️ primarily in the U.S.❤️ with some consideration of women’s diverse political engagements elsewhere.
4,E,GEO,4,4,Cultural Geography,Examining the location of people and activities throughout the world and understanding the reasons for their distribution. Topics covered include population and migration❤️ human-environment relationships❤️ geographies of language❤️ religion❤️ race and ethnicity❤️ economic activities❤️ political organization and settlement patterns including the urban environment.
4,E,GEO,5,4,A Geography of California,An exploration of California’s diverse physical landscapes (land forms❤️ climate❤️ soil and resources) and analyzes its cultural landscapes created by human transformation of the environment through economic activities such as agriculture❤️ mining❤️ trade❤️ industry and urbanization. Examines the remarkable physical and cultural regional differences within California. A study in the wealth of diversity of California’s peoples while investigating the more disturbing aspects of discrimination and exploitation of various groups based on race❤️ ethnicity❤️ class and gender.
4,E,GEO,10,4,World Regional Geography,An introduction to the major distinctive regions of the world; their natural environment❤️ people❤️ resources❤️ agriculture❤️ manufacturing❤️ trade❤️ cities and the problems relating to contemporary society in each of the regions. Understanding the increasing interdependencies among and between regions.
4,E,ICS,19,4,Justice❤️ Nature and the Geographies of Identity,An exploration of natural❤️ cultural❤️ social❤️ and political transformations through the lens of social and environmental justice. Analyzes contemporary social issues through local examples. Engages students in community-focused problem solving and personal reflection.
4,F,ARTS,3TC,4,Women and Art,A history of women in relation to society and the visual arts from prehistory to the present. Social perceptions and obstacles relevant to women artists will be discussed❤️ and students will engage in cross-cultural comparison of works produced in western and non-western cultures made by women❤️ and in which women serve as subject matter.
4,F,HIST ,2,4,Introduction to California Studies,Interdisciplinary introduction to California as a region of the earth and of the mind: landscapes❤️ environments and biosystems❤️ peoples and culture❤️ human communities and history❤️ arts and literature❤️ technological systems.
4,F,HIST ,3A,4,World History,Beginning with late prehistoric times and covering to 750 Common Era (C.E.)❤️ focusing on the world’s ancient peoples❤️ cultures and civilizations. Interdisciplinary❤️ multi-perspective view of world history❤️ using a thematic approach and offering a balanced❤️ representative and inclusive sampling of the world’s cultures from Africa❤️ the Americas❤️ Asia❤️ Europe and Oceania.
4,F,HIST ,3B,4,World History,Beginning with 750 C.E. and covering to 1750 Common Era (C.E.)❤️ focusing on the convergence of the world’s peoples❤️ cultures and civilizations. Interdisciplinary❤️ multi-perspective view of world history❤️ using a thematic approach and offering a balanced❤️ representative and inclusive sampling of the world’s cultures from Africa❤️ the Americas❤️ Asia❤️ Europe and Oceania.
4,F,HIST ,3C,4,World History,Beginning with 1750 Common Era (C.E.) and covering to the present❤️ focusing on recent and current interactions between the world’s peoples❤️ cultures and civilizations. Interdisciplinary❤️ multi-perspective view of world history❤️ using a thematic approach and offering a balanced❤️ representative and inclusive sampling of the world’s cultures from Africa❤️ the Americas❤️ Asia❤️ Europe and Oceania.
4,F,HIST ,6A,4,History of Western Civilization,The development of Western civilization from the fourth millennium B.C.E to the eighth century C.E
4,F,HIST ,6B,4,History of Western Civilization,The development of Western Civilization from the early Middle Ages to the early Modern Era (1750 C.E.)❤️ which includes late Medieval❤️ the Renaissance❤️ Reformation❤️ and the Enlightenment.
4,F,HIST ,6C,4,History of Western Civilization,The development of Western Civilization from the early modern period (1750 C.E.) to the present❤️ with an emphasis on the French Revolution❤️ industrialization❤️ nationalism❤️ European imperialism❤️ both world wars❤️ environmentalism and the economic growth of Europe during and after the Cold War era.
4,F,HIST ,7A,4,Colonial Latin American History,Colonial Latin America and its role in the Atlantic world (to 1825) including the independence movements. Themes cover social❤️ intellectual and cultural developments❤️ impact of poverty❤️ race and gender relations and popular culture
4,F,HIST ,7B,4,Modern Latin American History,Latin American history from post-colonialism to the present (1810 to the present). Focuses on understanding the region as a diverse geographic❤️ political and social reality. Special attention will be given to contributions of various peoples and cultures❤️ human communities in arts and literature.
4,F,HIST ,9,4,Women in American History,Critical examination of the social❤️ economic❤️ cultural and political history of American women from the colonial times to the present. Emphasis on the movements which enhanced women’s political and economic rights❤️ the social roles which defined women primarily by their gender and the legal realities that women faced. Significant moral❤️ political and economic issues will be assessed
4,F,HIST ,10,4,History of California,California history from Native American cultures to the present. Emphasis is placed on introducing students to the discipline of history through cultural❤️ social❤️ economic❤️ political❤️ and environmental resource issues. Practice in critical analysis of primary and secondary sources.
4,F,HIST ,16A,4,History of Africa to 1800,History of Africa from the Paleolithic period to 1800; an interdisciplinary survey of the emergence and development of African civilizations that focuses on geographical❤️ environmental economic❤️ social❤️ cultural and political issues.
4,F,HIST ,16B,4,History of Africa from 1800 to the Present,A study of African history in the 19th and 20th centuries; an examination of the implications of European expansion into Africa; an analysis of the “Scramble for Africa”; the emergence of independent African nations and the growth of African nationalism.
4,F,HIST ,17A+,4,History of the United States to Early National Era,U.S. civilization to Early National Era. A survey of the social❤️ cultural❤️ political❤️ economic and intellectual development of the Colonial Era with emphasis on the era of the American Revolution❤️ the development of the Constitution❤️ and the role of the major ethnic❤️ social and gender groups in the American experience.
4,F,HIST ,17B+,4,History of the United States from 1800 to 1900,U.S. civilization from 1800 to 1900. A survey of United States history (political❤️ economic❤️ intellectual❤️ and social development).
4,F,HIST ,17C+,4,History of the United States from 1900 to the Present,American civilization from 1900 to the present. A survey of United States history (political❤️ economic❤️ intellectual❤️ and social development)
4,F,HIST ,18A,4,African American History Before 1865,History of the African American from the pre-European West African city state kingdoms to the end of the Civil War; major events in America’s development emphasizing the role of people of African descent in the political❤️ social and economic life of the United States; the institution of slavery; free Blacks in the north and the abolitionist movement.
4,F,HIST ,18B,4,African American History Since 1865,History of the African American in the United States since the Civil War; major events in America’s development emphasizing the role of people of African descent in the political❤️ social and economic life of the United States; reconstruction; Jim Crow era; Booker T. Washington and his critics; Martin Luther King❤️ Malcolm X and the Civil Rights Movement; the new reconstruction; and African Americans in the Reagan-Bush and Clinton eras
4,F,HIST ,19A,4,History of Asian Civilization: China and Japan (through the 18th Century),An introductory study of the development of Chinese and Japanese civilizations from their origins through the eighteenth century.
4,F,HIST ,19B,4,History of Asian Civilization: China and Japan (19th - 21st Centuries),An introductory study of the development of modern China and Japan from the nineteenth to the twenty-first centuries.
4,F,HIST ,28,4,Social Environmental History,An historical survey of human societies and their influence on the environments in which they developed. An examination of rapidly decreasing world resources❤️ pollution❤️ and the environment in general are examined in a historical context through a chronological approach❤️ beginning with the ancient civilizations❤️ the spreading of humanity across the globe❤️ the cultural❤️ social❤️ and environmental implications❤️ and ending with a discussion of contemporary environmental issues as they affect modern society.
4,F,ICS,16A,4,History of Africa to 1800,History of Africa from the Paleolithic period to 1800; an interdisciplinary survey of the emergence and development of African civilizations that focuses on geographical❤️ environmental economic❤️ social❤️ cultural and political issues.
4,F,ICS,16B,4,History of Africa from 1800 to the Present,A study of African history in the 19th and 20th centuries; an examination of the implications of European expansion into Africa; an analysis of the “Scramble for Africa”; the emergence of independent African nations and the growth of African nationalism.
4,F,ICS,18A,4,African American History Before 1865,History of the African American from the pre-European West African city state kingdoms to the end of the Civil War; major events in America’s development emphasizing the role of people of African descent in the political❤️ social and economic life of the United States; the institution of slavery; free Blacks in the north and the abolitionist movement.
4,F,ICS,18B,4,African American History Since 1865,History of the African American in the United States since the Civil War; major events in America’s development emphasizing the role of people of African descent in the political❤️ social and economic life of the United States; reconstruction; Jim Crow era; Booker T. Washington and his critics; Martin Luther King❤️ Malcolm X and the Civil Rights Movement; the new reconstruction; and African Americans in the Reagan-Bush and Clinton eras.
4,F,ICS,22,4,Contemporary Issues in the Asian American Communities,Experiences of contemporary Asian Americans are examined in terms of issues such as identity❤️ community❤️ youth❤️ and empowerment❤️ with an interdisciplinary approach based on Asian American Studies and the social sciences
4,F,ICS,28,4,Social Environmental History,An historical survey of human societies and their influence on the environments in which they developed. An examination of rapidly decreasing world resources❤️ pollution❤️ and the environment in general are examined in a historical context through a chronological approach❤️ beginning with the ancient civilizations❤️ the spreading of humanity across the globe❤️ the cultural❤️ social❤️ and environmental implications❤️ and ending with a discussion of contemporary environmental issues as they affect modern society.
4,F,ICS,32,4,Chicano History,A history of the Chicano people❤️ surveying pre-Columbian origins❤️ with emphasis on the period since 1848 in the United States Southwest.
4,F,ICS,37,4,Ancient People of Mesoamerica,Introductory survey of the development of pre-contact Mesoamerican indigenous cultures❤️ concluding with the Spanish invasion❤️ conquest and colonization of the Aztecs❤️ Maya and Zapotec peoples. A course of study commencing with the earliest known evidence of human occupation in Mesoamerica❤️ progressing through the development of agriculturally-based societies.
4,F,ICS,38A,4,Colonial Latin American History,Colonial Latin America and its role in the Atlantic world (to 1825) including the independence movements. Themes cover social❤️ intellectual and cultural developments❤️ impact of poverty❤️ race and gender relations and popular culture
4,F,ICS,38B,4,Modern Latin American History,Latin American history from post-colonialism to the present (1810 to the present). Focuses on understanding the region as a diverse geographic❤️ political and social reality. Special attention will be given to contributions of various peoples and cultures❤️ human communities in arts and literature.
4,F,ICS,42,4,American Indian Peoples of California,A survey of the American Indian peoples of California❤️ including their histories and cultures from oral traditions to contemporary issues❤️ with a focus on selected Indian tribes and communities.
4,F,ICS,43,4,U.S. History from an American Indian Perspective,Study of U.S. history from an indigenous perspective pre-Columbian contact to present. Examines Native American societies with attention to white intrusion❤️ U.S. constitution and legislation to remove American Indians❤️ control their land and the impact upon indigenous cultures and society
4,F,INTL,19A,4,History of Asian Civilization: China and Japan (through the 18th Century),An introductory study of the development of Chinese and Japanese civilizations from their origins through the eighteenth century.
4,F,INTL,19B,4,History of Asian Civilization: China and Japan (19th - 21st Centuries,An introductory study of the development of modern China and Japan from the nineteenth to the twenty-first centuries.
4,F,WMST,3C,4,Women and Art,A history of women in relation to society and the visual arts from prehistory to the present. Social perceptions and obstacles relevant to women artists will be discussed❤️ and students will engage in cross-cultural comparison of works produced in western and non-western cultures made by women❤️ and in which women serve as subject matter.
4,F,WMST,9,4,Women in American History,Critical examination of the social❤️ economic❤️ cultural and political history of American women from the colonial times to the present. Emphasis on the movements which enhanced women’s political and economic rights❤️ the social roles which defined women primarily by their gender and the legal realities that women faced. Significant moral❤️ political and economic issues will be assessed.
4,G,CD,10G,4,Child Development (The Early Years),An introductory course that examines the major physical❤️ psychosocial and cognitive/language developmental milestones for children❤️ both typical and atypical❤️ from conception through middle childhood. There will be an emphasis on interactions between maturational processes and environmental factors. While studying developmental theory and investigative research methodologies❤️ students will observe children❤️ evaluate individual differences and analyze characteristics of development at various stages. (This course meets NAEYC Standards 1 and 3; NBPTS Standards 1 and 4; and CEC Standards 1❤️ 2 and 3.)
4,G,CD,10H,4,Child Growth and Development (Middle Childhood and Adolescence),An introductory course that examines the major physical❤️ psychosocial and cognitive/language developmental milestones for children❤️ both typical and atypical❤️ from school age through adolescence. There will be an emphasis on interactions between maturational processes and environmental factors. While studying developmental theory and investigative research methodologies❤️ students will observe children❤️ evaluate individual differences and analyze characteristics of development at various stages. (This course meets NAEYC Standards 1 and 3; NBPTS Standards 1 and 4; and CEC Standards 1❤️ 2 and 3.)
4,G,CD,12,4,Child❤️ Family and Community Interrelationships,An introduction to the study of the developing person in a societal context including the interrelationship of family❤️ schools and community. Emphasis on historical and socio-cultural factors. The processes of socialization and identity development will be highlighted❤️ showing the importance of respectful❤️ reciprocal relationships that support and empower families. (This course meets NAEYC Standards; Standard 2 Building Family and Community Relationship and Standard 5: Becoming a Professional; NBPTS Early Childhood Generalist Standard 2 Equity❤️ Fairness and Diversity❤️ Standard 7 Family❤️ Community Partnerships and Standard 9 Reflective Practice; CEC/DEC Standard 9 Professional and Ethical Practice and Standard 10 Collaboration.)
4,G,ES,1,4,Introduction to Environmental Studies,An introductory study of environmental issues❤️ their underlying causes and potential solutions from an interdisciplinary perspective❤️ considering history❤️ culture❤️ philosophy and ethics❤️ law and regulation❤️ politics❤️ economics❤️ and management practices. Topics include current environmental issues related to nature/wildlife preservation❤️ natural resource use and conservation❤️ pollution control and prevention❤️ and energy use and climate change. Students learn how their personal and career choices and actions can protect nature❤️ preserve natural resources❤️ prevent pollution❤️ reduce energy demands and decrease climate change impacts for the benefit of current and future generations.
4,G,ES,3,4,Imagery of the Environment,An introduction to the academic discipline of Environmental Studies through historical and contemporary analysis of nature-based imagery. What those representations indicate about past and present environmental changes will be discussed. Roles of the artist as naturalist❤️ scientist and conservationist will be explored❤️ as well as visual representation by a diverse range of cultural groups.
4,G,F/TV,10,4,Introduction to Electronic Media,A survey course of the history❤️ aesthetics❤️ technology and social impacts of electronic media❤️ including film❤️ broadcasting and the Internet. Explores the role of government❤️ advertising❤️ audiences❤️ and emerging technologies❤️ their futures and impacts on global societies.
4,G,HIST ,2,4,Introduction to California Studies,Interdisciplinary introduction to California as a region of the earth and of the mind: landscapes❤️ environments and biosystems❤️ peoples and culture❤️ human communities and history❤️ arts and literature❤️ technological systems.
4,G,HUMA,10,4,Human Sexuality,The comprehensive study of the biological❤️ psychological and socio-cultural aspects of human sexuality. An exploration into values and attitudes and their relationship to behaviors and behavioral changes. Includes an assessment of various cultural mores and current safe sex practices.
4,G,ICS,4,4,Race❤️ Ethnicity and Inequality,An interdisciplinary examination of major concepts and controversies in study of racial and ethnic difference in the United States. Exploration of race and ethnicity as historical and contemporary categories of identification in the context of social inequality. Social movements and policy debates on racial equity will be analyzed.
4,G,ICS,7,4,Intercultural Communication,Study of intercultural communication in domestic and global contexts. Examines how differing cultures❤️ languages❤️ and social patterns influence the way members of groups relate among themselves and with members of other ethnic and cultural groups. Emphasizes development of interpersonal skills for communicating effectively across cultures and encourages appreciation of diverse cultural voices
4,G,ICS,17,4,Critical Consciousness and Social Change,An exploration of issues related to social change including the development of ways of thinking that promote social change. Students will read classical and contemporary authors on movements for social change❤️ strategies for organizing❤️ and the development of consciousness.
4,G,ICS,25,4,Grassroots Democracy: Race❤️ Politics and the American Promise,Applied and theoretical learning for students of social justice❤️ this course will examine race❤️ culture and contradictions in the ideal of the American Dream through a comparative analysis of American experiences of migration. Particular emphasis will be on the historical experiences of European immigrants❤️ African Americans❤️ Mexican Americans❤️ and Asian Americans. The course will also discuss the contemporary social and cultural implications of the migration process. Using a multidisciplinary social science approach❤️ attention will be given to issues of race❤️ ethnicity❤️ gender❤️ class❤️ and ecology as well as the role of the state (policy) to the process of migration and immigration.
4,G,ICS,27,4,Grassroots Democracy: Leadership and Power,Applied and theoretical training for students of social justice❤️ this course is a multidisciplinary exploration of social change and popular democratic action with a focus on the meaning and development of political power in modern democracies. Topics to be explored include: gender and race sensitive approaches to leadership style❤️ institutional and mass forums for civic engagement❤️ mass recruitment and mobilization❤️ consciousness development❤️ democratic ethics❤️ and strategic and tactical action.
4,G,ICS,36,4,Grassroots Democracy: Social Movements Since the 1960s,Applied and theoretical learning for students of social justice❤️ this course is a comparative survey of protest movements since the 1960s. An introductory❤️ comparative❤️ and interdisciplinary study of Mexican American❤️ African American❤️ Asian American❤️ and white working class social and political struggles from 1960 to the present. The course traces the development of protest movements in response to racial❤️ class❤️ gender❤️ and political inequality in the context of U.S. politics and history. The course critically examines the internal and external factors contributing to the rise and fall of social and political movements with special attention to the conjuncture of ecology❤️ gender❤️ race❤️ ethnicity❤️ culture❤️ class❤️ and sexual orientation in contemporary U.S. politics.
4,G,ICS,37,4,Ancient People of Mesoamerica,Introductory survey of the development of pre-contact Mesoamerican indigenous cultures❤️ concluding with the Spanish invasion❤️ conquest and colonization of the Aztecs❤️ Maya and Zapotec peoples. A course of study commencing with the earliest known evidence of human occupation in Mesoamerica❤️ progressing through the development of agriculturally-based societies.
4,G,INTL,5,4,Global Issues and Perspectives,Introduces current global issues❤️ with emphasis on the development and growth of the global economy and world order❤️ as seen from a number of different perspectives. Analyzes the role of culture in world affairs❤️ the processes of economic development and globalization❤️ the environmental impacts of global production❤️ and issues of war and peace. Encourages consideration of global processes from local❤️ regional❤️ governmental and nongovernmental perspectives.
4,G,INTL,8,4,Sociology of Globalization and Social Change,Introduction to the sociological study of globalization and other forms of social change. Macrosociological analysis of economic❤️ political❤️ military❤️ cultural❤️ technological❤️ and environmental aspects of globalization; history of globalization❤️ European colonialism and decolonization processes; impact of multinational corporations and global political and financial institutions❤️ and social movements from cross-cultural and global perspectives.
4,G,JOUR,2,4,Mass Communication and Its Impact,A survey of the mass media and measurement of its impact on culture and society. Mass media effects on global and American institutions. Theories of mass communications in the context of each medium: books❤️ newspapers❤️ magazines❤️ movies❤️ radio❤️ recordings❤️ television and the Internet. Ethical and legal implications of media and their effects on the individual and society. Influences of the media on gender❤️ ethnic and minority issues.
4,G,PHIL,17,4,Deductive Logic,Study of the concepts and methods of deductive logic❤️ developing and using logical symbols❤️ formal proof techniques❤️ and focusing on sentential and predicate logic.
4,G,POLI,15,4,Grassroots Democracy: Race❤️ Politics and the American Promise,Applied and theoretical learning for students of social justice❤️ this course will examine race❤️ culture and contradictions in the ideal of the American Dream through a comparative analysis of American experiences of migration. Particular emphasis will be on the historical experiences of European immigrants❤️ African Americans❤️ Mexican Americans❤️ and Asian Americans. The course will also discuss the contemporary social and cultural implications of the migration process. Using a multidisciplinary social science approach❤️ attention will be given to issues of race❤️ ethnicity❤️ gender❤️ class❤️ and ecology as well as the role of the state (policy) to the process of migration and immigration.
4,G,POLI,16,4,Grassroots Democracy: Social Movements Since the 1960s,Applied and theoretical learning for students of social justice❤️ this course is a comparative survey of protest movements since the 1960s. An introductory❤️ comparative❤️ and interdisciplinary study of Mexican American❤️ African American❤️ Asian American❤️ and white working class social and political struggles from 1960 to the present. The course traces the development of protest movements in response to racial❤️ class❤️ gender❤️ and political inequality in the context of U.S. politics and history. The course critically examines the internal and external factors contributing to the rise and fall of social and political movements with special attention to the conjuncture of ecology❤️ gender❤️ race❤️ ethnicity❤️ culture❤️ class❤️ and sexual orientation in contemporary U.S. politics.
4,G,POLI,17,4,Grassroots Democracy: Leadership and Power,Applied and theoretical training for students of social justice❤️ this course is a multidisciplinary exploration of social change and popular democratic action with a focus on the meaning and development of political power in modern democracies. Topics to be explored include: gender and race sensitive approaches to leadership style❤️ institutional and mass forums for civic engagement❤️ mass recruitment and mobilization❤️ consciousness development❤️ democratic ethics❤️ and strategic and tactical action.
4,G,PSYC ,10G,4,Child Development (The Early Years),An introductory course that examines the major physical❤️ psychosocial and cognitive/ language developmental milestones for children❤️ both typical and atypical❤️ from conception through middle childhood. There will be an emphasis on interactions between maturational processes and environmental factors. While studying developmental theory and investigative research methodologies❤️ students will observe children❤️ evaluate individual differences and analyze characteristics of development at various stages.
4,G,PSYC ,10H,4,Child Growth and Development (Middle Childhood and Adolescence),An introductory course that examines the major physical❤️ psychosocial and cognitive/language developmental milestones for children❤️ both typical and atypical❤️ from school age through adolescence. There will be an emphasis on interactions between maturational processes and environmental factors. While studying developmental theory and investigative research methodologies❤️ students will observe children❤️ evaluate individual differences and analyze characteristics of development at various stages.
4,G,SOC,4,4,Race❤️ Ethnicity and Inequality,An interdisciplinary examination of major concepts and controversies in study of racial and ethnic difference in the United States. Exploration of race and ethnicity as historical and contemporary categories of identification in the context of social inequality. Social movements and policy debates on racial equity will be analyzed.
4,G,SOC,5,4,Sociology of Globalization and Social Change,Introduction to the sociological study of globalization and other forms of social change. Macrosociological analysis of economic❤️ political❤️ military❤️ cultural❤️ technological❤️ and environmental aspects of globalization; history of globalization❤️ European colonialism and decolonization processes; impact of multinational corporations and global political and financial institutions❤️ and social movements from cross-cultural and global perspectives.
4,G,SOC,28,4,Sociology of Women and Men,Application of sociological perspectives to an understanding of gender. Focuses on how we come to think and act as men and women and on gender as an organizing principle of social life. Includes investigation of masculinities and femininities❤️ gender socialization❤️ gender inequality❤️ how gender is shaped by race❤️ class❤️ nation and sexuality❤️ and the family❤️ media❤️ education❤️ economics❤️ politics and religion as gendered institutions❤️ from a cross-cultural and global perspective.
4,G,SPCH,7,4,Intercultural Communication,Study of intercultural communication in domestic and global contexts. Examines how differing cultures❤️ languages❤️ and social patterns influence the way members of groups relate among themselves and with members of other ethnic and cultural groups. Emphasizes development of interpersonal skills for communicating effectively across cultures and encourages appreciation of diverse cultural voices
4,G,WMST,28,4,Sociology of Women and Men,Application of sociological perspectives to an understanding of gender. Focuses on how we come to think and act as men and women and on gender as an organizing principle of social life. Includes investigation of masculinities and femininities❤️ gender socialization❤️ gender inequality❤️ how gender is shaped by race❤️ class❤️ nation and sexuality❤️ and the family❤️ media❤️ education❤️ economics❤️ politics and religion as gendered institutions❤️ from a cross-cultural and global perspective
4,H,ADMJ,29,4,Cultural Pluralism and American Law and Justice,An interdisciplinary study of marginalized peoples and their relationship to the law. Examines the legal perspective on cultural diversity in the United States by examining groups based on race❤️ ethnicity❤️ gender❤️ class❤️ religious background❤️ disability❤️ and sexual orientation. Analyzes how these groups interact with mainstream society through American law❤️ concentrating on both historical and contemporary state and federal legislation and court rulings. Analyzes how the courts play a role in determining the status of minority groups. Analyzes the effect of law on cultural pluralism and cultural diversity in the United States.
4,H,ICS,29,4,Cultural Pluralism and American Law and Justice,An interdisciplinary study of marginalized peoples and their relationship to the law. Examines the legal perspective on cultural diversity in the United States by examining groups based on race❤️ ethnicity❤️ gender❤️ class❤️ religious background❤️ disability❤️ and sexual orientation. Analyzes how these groups interact with mainstream society through American law❤️ concentrating on both historical and contemporary state and federal legislation and court rulings. Analyzes how the courts play a role in determining the status of minority groups. Analyzes the effect of law on cultural pluralism and cultural diversity in the United States.
4,H,PHIL,10,4,Philosophy of Democracy,An introduction to the philosophy of democracy. A cross-cultural and historical examination of ideas about democracy and how democracy works.
4,H,POLI,1,4,American Government and Politics,Critical examination of the contemporary and historical struggle for the development of democratic political institutions in the United States at the state❤️ local❤️ and national levels. Particular emphasis given to the conflict between disparate socioeconomic groups in the conduct of U.S. political life (e.g. traditional elites versus the historically (and currently) disenfranchised-- women❤️ people of color❤️ workers❤️ immigrants❤️ etc.).
4,H,POLI,2,4,Comparative Politics,Comparative analysis of different kinds of political systems❤️ including their history❤️ political institutions❤️ society❤️ culture❤️ economy❤️ processes and policies❤️ the environments in which they occur❤️ and their consequences.
4,H,POLI,3,4,International Relations,Critical examination of the basic elements of contemporary international relations: scope❤️ terminology❤️ methodology❤️ sovereignty❤️ nationalism❤️ national policies❤️ globalization❤️ power❤️ international and regional political systems. The course will also discuss non-governmental organizations and issues such as human rights and the environment.
4,H,POLI,5,4,Grassroots Democracy: Race❤️ Politics and the American Promise,Applied and theoretical learning for students of social justice❤️ this course will examine race❤️ culture and contradictions in the ideal of the American Dream through a comparative analysis of American experiences of migration. Particular emphasis will be on the historical experiences of European immigrants❤️ African Americans❤️ Mexican Americans❤️ and Asian Americans. The course will also discuss the contemporary social and cultural implications of the migration process. Using a multidisciplinary social science approach❤️ attention will be given to issues of race❤️ ethnicity❤️ gender❤️ class❤️ and ecology as well as the role of the state (policy) to the process of migration and immigration.
4,H,POLI,30,4,Women❤️ Gender and Politics,Survey of the multiple ways in which women are active in politics at the community❤️ local❤️ state❤️ national and global levels❤️ primarily in the U.S.❤️ with some consideration of women’s diverse political engagements elsewhere.
4,H,WMST,30,4,Women❤️ Gender and Politics,Survey of the multiple ways in which women are active in politics at the community❤️ local❤️ state❤️ national and global levels❤️ primarily in the U.S.❤️ with some consideration of women’s diverse political engagements elsewhere.
4,I,HUMA,10,4,Human Sexuality,The comprehensive study of the biological❤️ psychological and socio-cultural aspects of human sexuality. An exploration into values and attitudes and their relationship to behaviors and behavioral changes. Includes an assessment of various cultural mores and current safe sex practices.
4,I,PSYC,1,4,General Psychology,Factors influencing human behavior including: biological and neurological processes and structures❤️ evolution❤️ genetics❤️ gender❤️ life span development❤️ consciousness❤️ attention❤️ sensation❤️ perception❤️ learning❤️ memory cognition❤️ intelligence❤️ motivation❤️ emotion❤️ stress❤️ personality❤️ psychopathology❤️ psychotherapy❤️ social and cultural determinants.
4,I,PSYC,3,6,Human Experimental Psychology (An Introduction to Cognitive Science),A survey of human experimental psychology and cognitive science with emphasis on research design❤️ methodology and scientific report writing. Research design and methodology will be illustrated and integrated through a selected review of concepts and research in neurophysiology❤️ sensation❤️ perception and memory.
4,I,PSYC,4,4,Abnormal Psychology,A historical overview of abnormal psychology with emphasis on current paradigms and models in psychopathology and therapy including a survey of research methodology; clinical assessment❤️ classification❤️ and diagnosis with special focus on cultural❤️ gender❤️ and age issues in psychopathology and therapy.
4,I,PSYC,5,4,Introduction to Theories of Personality,Survey of major theories and concepts of personality. Topics to include: Freudian❤️ neo-Freudian❤️ interpersonal❤️ dispositional❤️ behavioral and phenomenological theories.
4,I,PSYC,6,4,Introduction to Humanistic Psychology,A survey of humanistic❤️ existential-phenomenological psychology and Eastern thought. A cross-cultural survey of humanistic personality principles including Western European existential phenomenological psychology and the current and historical impact of Eastern thought
4,I,PSYC,8,4,Introduction to Social Psychology,The scientific study of the way individuals think❤️ feel and behave in social situations. The systematic approach will include cross-cultural and comparative perspectives.
4,I,PSYC,9,4,Psychology of Human Relationships and Normal Adjustment,A survey of current theoretical and applied psychological knowledge relevant to personal/social interactions and normal psychological adjustment.
4,I,PSYC,12,4,Psychology of Gender,A survey of the psychobiological❤️ cultural❤️ social and intellectual factors influencing the psychology of gender.
4,I,WMST,12,4,Psychology of Gender,A survey of the psychobiological❤️ cultural❤️ social and intellectual factors influencing the psychology of gender.
4,J,SOC,1,4,Introduction to Sociology,The sociological approach to the study of human behavior from a variety of perspectives. Explore important concepts in sociology❤️ including culture❤️ social structure❤️ socialization❤️ social institutions❤️ groups❤️ social interaction❤️ social inequality❤️ collective behavior❤️ and social change in human societies.
4,J,SOC,20,4,Social Problems,Exploration of sociological perspectives on contemporary social problems. Examination of the social processes through which issues come to be viewed as social problems and the dynamics through which groups attempt to respond to and solve these problems.
4,J,SOC,28,4,Sociology of Women and Men,Application of sociological perspectives to an understanding of gender. Focuses on how we come to think and act as men and women and on gender as an organizing principle of social life. Includes investigation of masculinities and femininities❤️ gender socialization❤️ gender inequality❤️ how gender is shaped by race❤️ class❤️ nation and sexuality❤️ and the family❤️ media❤️ education❤️ economics❤️ politics and religion as gendered institutions❤️ from a cross-cultural and global perspec
4,J,SOC,35,4,Marriage❤️ Family❤️ and Intimate Relationships,A sociological investigation and analysis of the diversity of family structures and intimate relationships in society. Topics to be explored include the history of the family❤️ gender socialization and inequality❤️ dating❤️ divorce and remarriage❤️ gay and lesbian relationships❤️ the family as an economic unit❤️ communication and conflict resolution❤️ sexuality❤️ interracial relationships❤️ and domestic violence.
4,J,SOC,64,4,The Process of Social Research,Examination of the application of the scientific method to understanding social phenomena. Explores important processes in social research including the selection and definition of problems of investigation❤️ ethics in research❤️ the relationship between theory and data❤️ and quantitative and qualitative data-gathering and data analysis techniques.
4,J,WMST,28,4,Sociology of Women and Men,Application of sociological perspectives to an understanding of gender. Focuses on how we come to think and act as men and women and on gender as an organizing principle of social life. Includes investigation of masculinities and femininities❤️ gender socialization❤️ gender inequality❤️ how gender is shaped by race❤️ class❤️ nation and sexuality❤️ and the family❤️ media❤️ education❤️ economics❤️ politics and religion as gendered institutions❤️ from a cross-cultural and global perspective.
